reminder/set_reminder	4:17:reminder/noun,21:38:reminder/todo	pon recordatorios de hora de acostarse	es_XX	{"tokenizations":[{"tokens":["pon","recordatorios","de","hora","de","acostarse"],"tokenSpans":[{"start":0,"length":3},{"start":4,"length":13},{"start":18,"length":2},{"start":21,"length":4},{"start":26,"length":2},{"start":29,"length":9}],"tokenizerType":2,"normalizerType":1}]}
weather/find	8:12:weather/attribute,21:34:location,35:50:datetime	Qué tan frío está en San Francisco en este momento?	es_XX	{"tokenizations": [{"tokens": ["qué", "tan", "frío", "está", "en", "san", "francisco", "en", "este", "momento", "?"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 4, "length": 3}, {"start": 8, "length": 4}, {"start": 13, "length": 4}, {"start": 18, "length": 2}, {"start": 21, "length": 3}, {"start": 25, "length": 9}, {"start": 35, "length": 2}, {"start": 38, "length": 4}, {"start": 43, "length": 7}, {"start": 50, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	12:25:weather/attribute,26:29:datetime	Necesito un abrigo pesado hoy?	es_XX	{"tokenizations":[{"tokens":["necesito","un","abrigo","pesado","hoy","?"],"tokenSpans":[{"start":0,"length":8},{"start":9,"length":2},{"start":12,"length":6},{"start":19,"length":6},{"start":26,"length":3},{"start":29,"length":1}],"tokenizerType":2,"normalizerType":1}]}
alarm/set_alarm	21:43:datetime	Programar una alarma para mañana a las 6 am 	es_XX	{"tokenizations":[{"tokens":["programar","una","alarma","para","mañana","a","las","6","am"],"tokenSpans":[{"start":0,"length":9},{"start":10,"length":3},{"start":14,"length":6},{"start":21,"length":4},{"start":26,"length":7},{"start":34,"length":1},{"start":36,"length":3},{"start":40,"length":1},{"start":42,"length":2}],"tokenizerType":2,"normalizerType":1}]}
reminder/show_reminders	12:25:reminder/noun,31:34:datetime	MOSTRAR MIS RECORDATORIOS PARA HOY 	es_XX	{"tokenizations":[{"tokens":["mostrar","mis","recordatorios","para","hoy"],"tokenSpans":[{"start":0,"length":7},{"start":8,"length":3},{"start":12,"length":13},{"start":26,"length":4},{"start":31,"length":3}],"tokenizerType":2,"normalizerType":1}]}
reminder/set_reminder	32:74:reminder/todo	Prepara mi recordatorio para la fecha de vencimiento del papel del término	es_XX	{"tokenizations": [{"tokens": ["prepara", "mi", "recordatorio", "para", "la", "fecha", "de", "vencimiento", "del", "papel", "del", "término"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 8, "length": 2}, {"start": 11, "length": 12}, {"start": 24, "length": 4}, {"start": 29, "length": 2}, {"start": 32, "length": 5}, {"start": 38, "length": 2}, {"start": 41, "length": 11}, {"start": 53, "length": 3}, {"start": 57, "length": 5}, {"start": 63, "length": 3}, {"start": 67, "length": 7}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	33:58:datetime,59:71:datetime	me gustaría configurar mi alarma para mañana por la mañana a las 6:30am.	es_XX	{"tokenizations": [{"tokens": ["me", "gustaría", "configurar", "mi", "alarma", "para", "mañana", "por", "la", "mañana", "a", "las", "6", ":", "30am", "."], "tokenSpans": [{"start": 0, "length": 2}, {"start": 3, "length": 8}, {"start": 12, "length": 10}, {"start": 23, "length": 2}, {"start": 26, "length": 6}, {"start": 33, "length": 4}, {"start": 38, "length": 6}, {"start": 45, "length": 3}, {"start": 49, "length": 2}, {"start": 52, "length": 6}, {"start": 59, "length": 1}, {"start": 61, "length": 3}, {"start": 65, "length": 1}, {"start": 66, "length": 1}, {"start": 67, "length": 4}, {"start": 71, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm	18:30:datetime	Cancela la alarma de la mañana	es_XX	{"tokenizations": [{"tokens": ["cancela", "la", "alarma", "de", "la", "mañana"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 8, "length": 2}, {"start": 11, "length": 6}, {"start": 18, "length": 2}, {"start": 21, "length": 2}, {"start": 24, "length": 6}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	18:40:datetime	configurar alarma por 5 dias desde ahora.	es_XX	{"tokenizations":[{"tokens":["configurar","alarma","por","5","dias","desde","ahora","."],"tokenSpans":[{"start":0,"length":10},{"start":11,"length":6},{"start":18,"length":3},{"start":22,"length":1},{"start":24,"length":4},{"start":29,"length":5},{"start":35,"length":5},{"start":40,"length":1}],"tokenizerType":2,"normalizerType":1}]}
weather/find	18:29:weather/noun,30:33:datetime	¿Cuál va a ser la temperatura hoy?	es_XX	{"tokenizations": [{"tokens": ["¿", "cuál", "va", "a", "ser", "la", "temperatura", "hoy", "?"], "tokenSpans": [{"start": 0, "length": 1}, {"start": 1, "length": 4}, {"start": 6, "length": 2}, {"start": 9, "length": 1}, {"start": 11, "length": 3}, {"start": 15, "length": 2}, {"start": 18, "length": 11}, {"start": 30, "length": 3}, {"start": 33, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	17:28:weather/noun,29:35:datetime	Cuál va a ser la temperatura mañana?	es_XX	{"tokenizations": [{"tokens": ["cuál", "va", "a", "ser", "la", "temperatura", "mañana", "?"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 5, "length": 2}, {"start": 8, "length": 1}, {"start": 10, "length": 3}, {"start": 14, "length": 2}, {"start": 17, "length": 11}, {"start": 29, "length": 6}, {"start": 35, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/cancel_alarm	28:46:datetime	Por favor cancela mi alarma mañana de las 8 am	es_XX	{"tokenizations": [{"tokens": ["por", "favor", "cancela", "mi", "alarma", "mañana", "de", "las", "8", "am"], "tokenSpans": [{"start": 0, "length": 3}, {"start": 4, "length": 5}, {"start": 10, "length": 7}, {"start": 18, "length": 2}, {"start": 21, "length": 6}, {"start": 28, "length": 6}, {"start": 35, "length": 2}, {"start": 38, "length": 3}, {"start": 42, "length": 1}, {"start": 44, "length": 2}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/show_alarms	13:21:datetime	Leer alarmas para hoy	es_XX	{"tokenizations":[{"tokens":["leer","alarmas","para","hoy"],"tokenSpans":[{"start":0,"length":4},{"start":5,"length":7},{"start":13,"length":4},{"start":18,"length":3}],"tokenizerType":2,"normalizerType":1}]}
reminder/cancel_reminder	19:32:reminder/noun	Cancelar todos los recordatorios	es_XX	{"tokenizations":[{"tokens":["cancelar","todos","los","recordatorios"],"tokenSpans":[{"start":0,"length":8},{"start":9,"length":5},{"start":15,"length":3},{"start":19,"length":13}],"tokenizerType":2,"normalizerType":1}]}
alarm/cancel_alarm	13:29:datetime	quita alarma para mañana 5 am	es_XX	{"tokenizations": [{"tokens": ["quita", "alarma", "para", "mañana", "5", "am"], "tokenSpans": [{"start": 0, "length": 5}, {"start": 6, "length": 6}, {"start": 13, "length": 4}, {"start": 18, "length": 6}, {"start": 25, "length": 1}, {"start": 27, "length": 2}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	11:21:weather/noun,25:30:location,31:53:datetime	Cuál es el pronóstico en Miami para la próxima semana?	es_XX	{"tokenizations": [{"tokens": ["cuál", "es", "el", "pronóstico", "en", "miami", "para", "la", "próxima", "semana", "?"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 5, "length": 2}, {"start": 8, "length": 2}, {"start": 11, "length": 10}, {"start": 22, "length": 2}, {"start": 25, "length": 5}, {"start": 31, "length": 4}, {"start": 36, "length": 2}, {"start": 39, "length": 7}, {"start": 47, "length": 6}, {"start": 53, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	24:40:datetime	necesito de despertarme a las 8am mañana, configurar alarma por favor	es_XX	{"tokenizations": [{"tokens": ["necesito", "de", "despertarme", "a", "las", "8am", "mañana", ",", "configurar", "alarma", "por", "favor"], "tokenSpans": [{"start": 0, "length": 8}, {"start": 9, "length": 2}, {"start": 12, "length": 11}, {"start": 24, "length": 1}, {"start": 26, "length": 3}, {"start": 30, "length": 3}, {"start": 34, "length": 6}, {"start": 40, "length": 1}, {"start": 42, "length": 10}, {"start": 53, "length": 6}, {"start": 60, "length": 3}, {"start": 64, "length": 5}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	14:31:weather/attribute,32:42:datetime	puedo esperar cielos despejados esta noche	es_XX	{"tokenizations":[{"tokens":["puedo","esperar","cielos","despejados","esta","noche"],"tokenSpans":[{"start":0,"length":5},{"start":6,"length":7},{"start":14,"length":6},{"start":21,"length":10},{"start":32,"length":4},{"start":37,"length":5}],"tokenizerType":2,"normalizerType":1}]}
reminder/show_reminders	14:27:reminder/noun,28:37:datetime	Muéstrame los recordatorios de mañana 	es_XX	{"tokenizations": [{"tokens": ["muéstrame", "los", "recordatorios", "de", "mañana"], "tokenSpans": [{"start": 0, "length": 9}, {"start": 10, "length": 3}, {"start": 14, "length": 13}, {"start": 28, "length": 2}, {"start": 31, "length": 6}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	19:33:datetime,35:44:datetime,46:55:datetime,57:66:datetime,69:78:datetime	Configurar alarmas para 5 minutos, 3 minutos, 5 minutos, 3 minutos y 5 minutos	es_XX	{"tokenizations":[{"tokens":["configurar","alarmas","para","5","minutos",",","3","minutos",",","5","minutos",",","3","minutos","y","5","minutos"],"tokenSpans":[{"start":0,"length":10},{"start":11,"length":7},{"start":19,"length":4},{"start":24,"length":1},{"start":26,"length":7},{"start":33,"length":1},{"start":35,"length":1},{"start":37,"length":7},{"start":44,"length":1},{"start":46,"length":1},{"start":48,"length":7},{"start":55,"length":1},{"start":57,"length":1},{"start":59,"length":7},{"start":67,"length":1},{"start":69,"length":1},{"start":71,"length":7}],"tokenizerType":2,"normalizerType":1}]}
alarm/cancel_alarm		Cancela mis alarmas	es_XX	{"tokenizations":[{"tokens":["cancela","mis","alarmas"],"tokenSpans":[{"start":0,"length":7},{"start":8,"length":3},{"start":12,"length":7}],"tokenizerType":2,"normalizerType":1}]}
reminder/cancel_reminder	32:45:reminder/noun	Desactitiva todas las alarmas y recordatorios	es_XX	{"tokenizations":[{"tokens":["desactitiva","todas","las","alarmas","y","recordatorios"],"tokenSpans":[{"start":0,"length":11},{"start":12,"length":5},{"start":18,"length":3},{"start":22,"length":7},{"start":30,"length":1},{"start":32,"length":13}],"tokenizerType":2,"normalizerType":1}]}
weather/find	20:30:weather/noun,31:47:datetime	Por favor dígame el pronóstico para esta semana.	es_XX	{"tokenizations": [{"tokens": ["por", "favor", "dígame", "el", "pronóstico", "para", "esta", "semana", "."], "tokenSpans": [{"start": 0, "length": 3}, {"start": 4, "length": 5}, {"start": 10, "length": 6}, {"start": 17, "length": 2}, {"start": 20, "length": 10}, {"start": 31, "length": 4}, {"start": 36, "length": 4}, {"start": 41, "length": 6}, {"start": 47, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
alarm/set_alarm	31:41:datetime	Necesito configurar una alarma a las 5 pm.	es_XX	{"tokenizations":[{"tokens":["necesito","configurar","una","alarma","a","las","5","pm","."],"tokenSpans":[{"start":0,"length":8},{"start":9,"length":10},{"start":20,"length":3},{"start":24,"length":6},{"start":31,"length":1},{"start":33,"length":3},{"start":37,"length":1},{"start":39,"length":2},{"start":41,"length":1}],"tokenizerType":2,"normalizerType":1}]}
weather/find	8:17:weather/noun,18:24:datetime	Cuál es el tiempo actual?	es_XX	{"tokenizations": [{"tokens": ["cuál", "es", "el", "tiempo", "actual", "?"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 5, "length": 2}, {"start": 8, "length": 2}, {"start": 11, "length": 6}, {"start": 18, "length": 6}, {"start": 24, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
reminder/show_reminders	11:23:reminder/noun,38:50:datetime	Mostrar el recordatorio para la fecha el miércoles	es_XX	{"tokenizations": [{"tokens": ["mostrar", "el", "recordatorio", "para", "la", "fecha", "el", "miércoles"], "tokenSpans": [{"start": 0, "length": 7}, {"start": 8, "length": 2}, {"start": 11, "length": 12}, {"start": 24, "length": 4}, {"start": 29, "length": 2}, {"start": 32, "length": 5}, {"start": 38, "length": 2}, {"start": 41, "length": 9}], "tokenizerType": 2, "normalizerType": 1}]}
weather/find	11:15:weather/attribute,16:19:datetime	Cuál es la alta hoy?	es_XX	{"tokenizations": [{"tokens": ["cuál", "es", "la", "alta", "hoy", "?"], "tokenSpans": [{"start": 0, "length": 4}, {"start": 5, "length": 2}, {"start": 8, "length": 2}, {"start": 11, "length": 4}, {"start": 16, "length": 3}, {"start": 19, "length": 1}], "tokenizerType": 2, "normalizerType": 1}]}
